customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,age_class
795,Cassy,Awdry,Female,35,Environmental Tech,Financial Services,High Net Worth,No,18,50-59
796,Ira,Lamlin,Female,8,Financial Analyst,Financial Services,Mass Customer,No,2,20-29
797,Meridel,Rawet,Female,51,Internal Auditor,Financial Services,Mass Customer,No,19,50-59
798,Dorita,Blackburne,Female,22,Teacher,Financial Services,High Net Worth,No,5,30-39
799,Harland,Spilisy,Female,39,Programmer I,IT,Mass Customer,Yes,10,30-39
800,Quint,Popov,Male,68,Account Coordinator,Manufacturing,Mass Customer,No,8,40-49
801,Bertram,Linn,Male,28,Geologist IV,Manufacturing,Affluent Customer,No,20,40-49
802,Ailyn,Carberry,Female,50,Financial Analyst,Financial Services,Mass Customer,No,3,30-39
803,Nina,Murcutt,Female,96,Nuclear Power Engineer,Manufacturing,High Net Worth,No,3,20-29
804,Henrietta,Seater,Female,98,Technical Writer,Manufacturing,High Net Worth,Yes,1,20-29
805,Jorrie,Hanhardt,Female,48,Electrical Engineer,Manufacturing,Mass Customer,No,10,60-69
806,Carter,Kaesmakers,Male,66,Sales Representative,Retail,Mass Customer,Yes,7,30-39
807,Lorne,Quested,Female,48,Safety Technician I,Retail,Affluent Customer,No,16,40-49
808,Nigel,Phippard,Male,21,Social Worker,Health,High Net Worth,Yes,17,40-49
809,Nevsa,Washtell,Female,83,Biostatistician III,Health,Mass Customer,No,18,40-49
810,Fawnia,Bartrum,Female,24,Software Test Engineer IV,Health,Mass Customer,Yes,1,20-29
811,Ive,Chapelhow,Male,6,Nurse Practicioner,Health,Mass Customer,No,8,40-49
812,Coral,Dunkirk,Female,1,Nurse Practicioner,Financial Services,Mass Customer,No,16,30-39
813,Lisette,Nesbit,Female,12,Account Representative III,Health,Mass Customer,No,14,60-69
814,Raffarty,Giacomoni,Male,60,Analog Circuit Design manager,Manufacturing,Mass Customer,No,14,60-69
815,Caryn,Sampey,Female,47,Analog Circuit Design manager,Manufacturing,Mass Customer,Yes,22,50-59
816,Donni,Boor,Female,71,Product Engineer,Manufacturing,Mass Customer,No,15,60-69
817,Niel,Abilowitz,Male,38,Editor,Financial Services,Mass Customer,Yes,6,30-39
818,Beverie,Bosanko,Female,17,Chemical Engineer,Manufacturing,Mass Customer,No,11,50-59
819,Temp,Thebeau,Male,7,Associate Professor,Manufacturing,Affluent Customer,Yes,5,40-49
820,Cecilia,Chipchase,Female,12,Associate Professor,Financial Services,High Net Worth,No,16,40-49
821,Gregoor,Aronovitz,Male,41,Financial Analyst,Financial Services,Mass Customer,Yes,7,40-49
822,Ardis,Tomlett,Female,67,Sales Associate,Health,High Net Worth,No,17,40-49
823,Stesha,Morecombe,Female,91,Internal Auditor,Manufacturing,Affluent Customer,No,9,30-39
824,Fleurette,Whardley,Female,97,Financial Advisor,Financial Services,Affluent Customer,Yes,12,40-49
825,Willis,Whyler,Male,17,Computer Systems Analyst IV,Financial Services,Affluent Customer,Yes,16,40-49
826,Marc,Waddilove,Male,92,Recruiting Manager,Financial Services,Mass Customer,Yes,1,20-29
827,Phillis,Rudwell,Female,90,Recruiting Manager,Health,Affluent Customer,No,5,20-29
828,Darda,Kernocke,Female,93,Recruiting Manager,Health,Mass Customer,Yes,20,60-69
829,Byran,Goodfield,Male,84,Environmental Tech,Financial Services,High Net Worth,Yes,2,20-29
830,Jayson,Chilcott,Male,58,VP Quality Control,Manufacturing,Affluent Customer,No,6,40-49
831,Teddy,Keijser,Male,4,Paralegal,Financial Services,Affluent Customer,No,11,50-59
832,Shaun,Murphey,Male,30,Research Assistant IV,Retail,Mass Customer,No,14,40-49
833,Wadsworth,Hubane,Male,9,Safety Technician II,Retail,High Net Worth,Yes,4,20-29
834,Rudolf,Brandes,Male,37,Environmental Tech,Financial Services,Mass Customer,No,3,50-59
835,Zachary,Matyukon,Male,85,Electrical Engineer,Manufacturing,Mass Customer,Yes,9,50-59
836,Clemence,Vautre,Female,33,Actuary,Financial Services,Mass Customer,Yes,9,30-39
837,Derick,Fasler,Male,4,Internal Auditor,Financial Services,Mass Customer,Yes,13,60-69
838,Hayden,Heersema,Male,27,Financial Advisor,Financial Services,High Net Worth,No,15,50-59
839,Charis,Greaves,Female,14,Structural Analysis Engineer,IT,Mass Customer,Yes,1,50-59
840,Chas,Carabet,Male,94,VP Sales,Financial Services,Affluent Customer,Yes,19,60-69
841,Hanan,McGreay,Male,93,Marketing Manager,Manufacturing,Affluent Customer,Yes,8,50-59
842,Mahmud,Dobbson,Male,59,Compensation Analyst,Financial Services,High Net Worth,No,2,20-29
843,Salomone,Sleford,Male,80,Developer II,Manufacturing,Affluent Customer,Yes,9,30-39
844,Tome,Tyt,Male,13,Nurse Practicioner,Financial Services,High Net Worth,No,9,40-49
845,Koressa,Maris,Female,51,Associate Professor,Manufacturing,Mass Customer,No,3,50-59
846,Alvan,Rebichon,Male,60,Geologist I,Manufacturing,Affluent Customer,No,17,70-79
847,Kelci,Morrison,Female,66,Chief Design Engineer,Retail,High Net Worth,No,9,30-39
848,Lannie,Chat,Male,79,VP Product Management,Manufacturing,Mass Customer,No,13,40-49
849,Sylvan,Capper,Male,72,Librarian,Entertainment,Mass Customer,No,10,50-59
850,Nevin,Hanfrey,Male,79,Clinical Specialist,Health,Mass Customer,No,1,20-29
851,Cammi,Tesmond,Female,19,Project Manager,Health,Affluent Customer,Yes,2,30-39
852,Andie,Bonney,Female,37,Compensation Analyst,Financial Services,Affluent Customer,Yes,2,20-29
853,Nolana,Rotter,Female,26,Media Manager I,Retail,Mass Customer,Yes,16,40-49
854,Charisse,Thoresby,Female,35,Marketing Manager,Retail,Affluent Customer,No,2,20-29
855,Bennie,Llywarch,Female,74,General Manager,Retail,High Net Worth,Yes,16,40-49
856,Peyton,Monkeman,Male,63,Quality Engineer,Financial Services,Mass Customer,Yes,9,30-39
857,Theo,Theo,Female,15,General Manager,Financial Services,High Net Worth,No,4,60-69
858,Barby,Charlwood,Female,79,Internal Auditor,Financial Services,High Net Worth,Yes,9,40-49
859,Devinne,Tommeo,Female,53,Geologist I,Financial Services,Affluent Customer,Yes,7,40-49
860,Ida,Ida,Female,80,Geologist I,Financial Services,High Net Worth,Yes,7,40-49
861,Rebekah,Dmych,Female,73,Senior Financial Analyst,Financial Services,High Net Worth,No,17,40-49
862,Worden,Fossitt,Male,83,Information Systems Manager,Argiculture,High Net Worth,Yes,16,40-49
863,Kessiah,Logg,Female,19,Senior Financial Analyst,Financial Services,Affluent Customer,No,5,60-69
864,Regen,Nares,Male,6,Senior Financial Analyst,Retail,High Net Worth,Yes,4,50-59
865,Germain,De la Harpe,Female,73,Desktop Support Technician,Telecommunications,Mass Customer,No,19,50-59
866,Stanislaus,Gottelier,Male,28,Associate Professor,Telecommunications,Affluent Customer,Yes,14,50-59
867,Lura,MacKim,Female,12,VP Marketing,Telecommunications,Mass Customer,No,17,50-59
868,Effie,Duddy,Female,84,VP Accounting,Financial Services,Mass Customer,Yes,11,40-49
869,Addia,Abels,Female,7,Account Representative I,Financial Services,High Net Worth,Yes,10,40-49
870,Hugh,Wilce,Male,63,Pharmacist,Health,Mass Customer,No,6,60-69
871,Janka,Yesinin,Female,40,Pharmacist,Health,Mass Customer,Yes,5,30-39
872,Suki,Ivachyov,Female,47,Structural Engineer,IT,Mass Customer,No,13,50-59
873,Worthington,Penwarden,Male,37,Occupational Therapist,Health,Affluent Customer,Yes,20,60-69
874,Howard,Oseland,Male,78,Occupational Therapist,Health,Mass Customer,Yes,1,20-29
875,Caryl,Linnett,Male,34,Recruiting Manager,Financial Services,Mass Customer,Yes,2,20-29
876,Neil,Jencey,Male,44,Physical Therapy Assistant,IT,High Net Worth,No,19,50-59
877,Didi,Milne,Female,92,Accounting Assistant III,Financial Services,Mass Customer,Yes,3,30-39
878,Clarence,Silby,Male,31,Environmental Specialist,Manufacturing,Mass Customer,Yes,9,40-49
879,Hestia,Smetoun,Female,58,Environmental Specialist,Manufacturing,Mass Customer,No,12,40-49
880,Neely,Lundon,Female,11,Internal Auditor,Manufacturing,High Net Worth,Yes,10,60-69
881,Carmella,O' Lone,Female,82,Information Systems Manager,Manufacturing,High Net Worth,No,15,40-49
882,Esmaria,Lythgoe,Female,59,Information Systems Manager,Property,Mass Customer,Yes,11,50-59
883,Lolita,Bennie,Female,73,Recruiter,IT,Mass Customer,Yes,11,50-59
884,Pepito,Lamming,Male,11,Web Designer IV,Property,Mass Customer,No,17,40-49
885,Yancey,Wivell,Male,20,Statistician IV,Financial Services,Mass Customer,No,18,50-59
886,Dawna,McCullen,Female,53,Accounting Assistant III,Health,Mass Customer,No,11,40-49
887,Patrizius,Hardinge,Male,55,Accounting Assistant III,Manufacturing,High Net Worth,No,1,20-29
888,Chickie,Gulleford,Female,62,Accountant IV,Manufacturing,Mass Customer,No,10,60-69
889,Ezequiel,Coggeshall,Male,46,Sales Representative,Retail,Affluent Customer,Yes,10,50-59
890,Tony,Cordsen,Female,55,Dental Hygienist,Health,Mass Customer,Yes,15,50-59
891,Talbot,Andrioni,Male,21,Occupational Therapist,Health,High Net Worth,Yes,9,40-49
892,Conroy,Healy,Female,22,Office Assistant II,IT,Mass Customer,Yes,12,40-49
893,Gibby,Fearnley,Male,97,Geologist I,IT,Mass Customer,No,16,40-49
894,Catie,Kibbey,Female,13,Desktop Support Technician,Financial Services,High Net Worth,Yes,9,50-59
895,Juli,Curness,Female,58,Desktop Support Technician,Financial Services,Mass Customer,Yes,12,50-59
896,Idell,Belderson,Female,25,VP Sales,Financial Services,Mass Customer,No,15,40-49
897,Pris,Fance,Female,25,Account Executive,Manufacturing,Mass Customer,No,11,50-59
898,Reyna,Braizier,Female,53,General Manager,Financial Services,Affluent Customer,No,16,40-49
899,Teodora,Lawling,Female,42,Business Systems Development Analyst,Health,Affluent Customer,Yes,12,60-69
900,Clevey,Ivamy,Male,48,Associate Professor,Manufacturing,Mass Customer,Yes,5,30-39
901,Letta,McCarter,Female,13,Associate Professor,Retail,Mass Customer,Yes,16,40-49
902,Selene,Vasiltsov,Female,37,Staff Scientist,Retail,Mass Customer,No,18,30-39
903,Hewe,Lidgley,Male,46,Staff Scientist,Financial Services,Mass Customer,No,14,60-69
904,Kariotta,Ludman,Female,51,Database Administrator II,Financial Services,High Net Worth,Yes,11,50-59
905,Dorian,Drinkel,Female,41,Safety Technician II,Manufacturing,Affluent Customer,No,12,40-49
906,Cammy,Marcroft,Male,73,Financial Analyst,Financial Services,High Net Worth,Yes,3,20-29
907,Eamon,McWhin,Male,51,Sales Associate,Property,High Net Worth,Yes,17,40-49
908,Carry,Tomlett,Female,86,Sales Associate,Financial Services,Affluent Customer,Yes,17,40-49
909,Suzette,Surgison,Female,77,Operator,Financial Services,High Net Worth,Yes,8,60-69
910,Lewes,Foulcher,Male,50,Biostatistician I,Financial Services,Mass Customer,No,14,30-39
911,Marcellus,Shawcroft,Male,62,Structural Analysis Engineer,Property,Affluent Customer,No,3,40-49
912,Vince,Dalmon,Male,37,Sales Representative,Retail,Mass Customer,Yes,19,50-59
913,Dayle,Spearman,Female,67,Sales Representative,Financial Services,Mass Customer,No,1,20-29
914,Marc,Egleton,Male,73,Chemical Engineer,Manufacturing,Affluent Customer,Yes,2,20-29
915,Austina,Orrice,Female,17,Budget/Accounting Analyst IV,Entertainment,Mass Customer,No,7,30-39
916,Joycelin,Joycelin,Female,18,Recruiter,Entertainment,Affluent Customer,No,8,30-39
917,Odo,MacKaig,Male,63,VP Product Management,Financial Services,Mass Customer,No,19,60-69
918,Mahmud,Chiles,Male,73,Internal Auditor,Health,High Net Worth,No,13,40-49
919,Grove,Peltzer,Male,48,Registered Nurse,Health,Mass Customer,Yes,13,30-39
920,Stefano,Thornborrow,Male,89,Software Test Engineer IV,Health,Mass Customer,Yes,19,40-49
921,Gretchen,Seneschal,Female,77,Help Desk Technician,Manufacturing,Mass Customer,No,7,40-49
922,Bekki,Ralston,Female,52,Operator,Financial Services,Mass Customer,No,19,50-59
923,Garrek,Grimwade,Male,44,Senior Financial Analyst,Financial Services,High Net Worth,No,19,40-49
924,Clementius,Hambric,Male,33,Computer Systems Analyst II,Financial Services,Affluent Customer,No,13,40-49
925,Nicko,Pembridge,Male,42,Accountant IV,Manufacturing,Affluent Customer,No,16,40-49
926,Terrel,Matthisson,Male,18,Professor,Telecommunications,Affluent Customer,No,10,50-59
927,Jarret,Jarret,Male,25,Cost Accountant,Financial Services,Mass Customer,Yes,18,50-59
928,Porty,Clemmitt,Male,61,Associate Professor,Financial Services,High Net Worth,Yes,18,50-59
929,Kippy,Conerding,Male,0,Database Administrator III,Financial Services,Mass Customer,Yes,13,50-59
930,Evelina,Dinan,Female,86,Executive Secretary,Retail,Mass Customer,Yes,8,50-59
931,Katrina,Sappson,Female,59,Design Engineer,Manufacturing,Affluent Customer,Yes,1,20-29
932,Yoko,Dowrey,Female,30,Graphic Designer,Manufacturing,Mass Customer,No,18,30-39
933,Melany,L'oiseau,Female,75,Help Desk Operator,Retail,Mass Customer,Yes,5,20-29
934,Marcellus,Louisot,Male,76,Human Resources Manager,Manufacturing,Mass Customer,No,6,20-29
935,Aldin,Cracker,Male,76,Marketing Manager,Manufacturing,Mass Customer,Yes,3,20-29
936,Raffaello,Godleman,Male,64,Speech Pathologist,Health,High Net Worth,No,3,30-39
937,Nikolos,McKyrrelly,Male,65,Human Resources Assistant IV,Manufacturing,Affluent Customer,No,15,30-39
938,Corabelle,Corabelle,Female,18,Technical Writer,Retail,Mass Customer,No,7,20-29
939,Cristian,Theodoris,Male,53,Product Engineer,Manufacturing,Mass Customer,No,6,60-69
940,Marnia,Claesens,Female,3,Administrative Officer,Manufacturing,Mass Customer,No,9,30-39
941,Tye,Doohan,Male,13,Recruiting Manager,Financial Services,Affluent Customer,Yes,1,20-29
942,Shirley,Brook,Female,31,Director of Sales,Financial Services,Mass Customer,Yes,14,50-59
943,Holly,Gamett,Male,94,Legal Assistant,Property,Affluent Customer,Yes,15,40-49
944,Anderea,Dallewater,Female,53,Legal Assistant,Manufacturing,Mass Customer,No,15,40-49
945,Hebert,Bernocchi,Male,59,Human Resources Manager,Manufacturing,High Net Worth,Yes,1,20-29
946,Bettina,Farrer,Female,16,Research Associate,Manufacturing,High Net Worth,No,12,60-69
947,Hyacinth,Naldrett,Female,43,Pharmacist,Health,Mass Customer,No,10,30-39
948,Yardley,Argo,Male,19,Recruiting Manager,Health,Affluent Customer,No,10,50-59
949,Jarid,Grebner,Male,18,Executive Secretary,Health,Mass Customer,Yes,3,40-49
950,Bret,Ivakhnov,Female,24,Recruiter,IT,High Net Worth,Yes,15,40-49
951,Meryl,Dumbar,Male,44,Assistant Media Planner,Entertainment,Mass Customer,No,1,20-29
952,Marina,Andresen,Female,34,VP Sales,Financial Services,Affluent Customer,Yes,6,50-59
953,Jasmin,Brodeur,Female,16,VP Sales,Financial Services,Mass Customer,No,7,40-49
954,Alain,Immins,Male,76,VP Quality Control,Manufacturing,Mass Customer,Yes,7,20-29
955,Teresina,Gibbie,Female,78,Research Nurse,Health,Mass Customer,Yes,9,30-39
956,Ezechiel,Pettecrew,Male,19,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,9,60-69
957,Jamima,Gannan,Female,80,Automation Specialist I,Manufacturing,Affluent Customer,Yes,7,20-29
958,Kristofor,Saulter,Male,15,Biostatistician IV,Health,High Net Worth,No,18,60-69
959,Katharina,Jennins,Female,3,Staff Scientist,Health,Affluent Customer,Yes,21,30-39
960,Lannie,Crumley,Male,1,GIS Technical Architect,Health,Mass Customer,Yes,12,50-59
961,Rosamund,Shelton,Female,73,Assistant Manager,Financial Services,Mass Customer,No,6,30-39
962,Granger,Tuftin,Male,49,VP Product Management,Financial Services,High Net Worth,Yes,17,40-49
963,Valery,Haresign,Female,56,Budget/Accounting Analyst I,Financial Services,High Net Worth,Yes,16,50-59
964,Rhetta,Grellier,Female,35,Assistant Professor,Financial Services,High Net Worth,No,6,30-39
965,Meggie,Whitchurch,Female,86,Structural Engineer,Retail,High Net Worth,Yes,5,20-29
966,Krystyna,Linning,Female,70,Speech Pathologist,Retail,High Net Worth,Yes,5,40-49
967,April,Causon,Female,44,Sales Associate,Manufacturing,Affluent Customer,Yes,1,20-29
968,Wayne,Woodfin,Male,96,Accountant IV,IT,High Net Worth,Yes,16,60-69
969,Jo,Mallinar,Female,20,Health Coach IV,Health,High Net Worth,Yes,18,40-49
970,Kellyann,Hawton,Female,2,VP Accounting,Financial Services,High Net Worth,Yes,14,40-49
971,Sarge,Lerohan,Male,11,Geologist I,Manufacturing,High Net Worth,No,22,30-39
972,Dena,Crewdson,Female,81,Project Manager,Retail,Mass Customer,Yes,10,40-49
973,Annabella,Hebron,Female,46,Data Coordiator,Health,High Net Worth,No,15,40-49
974,Mellicent,Dollin,Female,92,Administrative Assistant IV,Health,Mass Customer,Yes,4,30-39
975,Goldarina,Rzehorz,Female,26,Automation Specialist IV,IT,Mass Customer,No,9,30-39
976,Andonis,Slimmon,Male,10,Graphic Designer,Financial Services,Affluent Customer,No,10,50-59
977,Olga,Dyke,Female,65,Staff Accountant III,Financial Services,High Net Worth,Yes,13,60-69
978,Erena,Escalero,Female,40,Nurse Practicioner,Financial Services,High Net Worth,No,15,40-49
979,Kayla,Falkingham,Female,42,Budget/Accounting Analyst I,Manufacturing,High Net Worth,No,12,60-69
980,Max,Gronaver,Female,19,Registered Nurse,Health,Mass Customer,No,8,40-49
981,Bud,Smittoune,Male,0,Registered Nurse,Retail,Mass Customer,No,11,50-59
982,Tibold,Bonwell,Male,14,Geologist III,Health,High Net Worth,Yes,6,60-69
983,Shaylyn,Riggs,Female,49,Geologist III,IT,Affluent Customer,No,15,60-69
984,Luciano,Weddup,Male,89,Programmer I,Manufacturing,Affluent Customer,No,16,70-79
985,Aryn,O'Halloran,Female,29,Help Desk Operator,Retail,High Net Worth,No,15,50-59
986,Barnard,Stranks,Male,3,Office Assistant I,Manufacturing,Mass Customer,Yes,8,20-29
987,Lars,Keher,Male,89,Senior Cost Accountant,Financial Services,Affluent Customer,Yes,11,40-49
988,Andree,Simonato,Female,35,Director of Sales,Manufacturing,High Net Worth,No,7,40-49
989,Caralie,Morfett,Female,43,Project Manager,Financial Services,Mass Customer,No,17,40-49
990,Melissa,Purple,Female,56,Administrative Officer,Manufacturing,Mass Customer,Yes,14,40-49
991,Lenna,Coales,Female,11,Financial Analyst,Financial Services,Mass Customer,Yes,10,30-39
992,Cordelia,Hawkeswood,Female,6,Financial Analyst,Property,Mass Customer,Yes,8,60-69
993,Reine,Semken,Female,71,Account Coordinator,Argiculture,High Net Worth,No,17,40-49
994,Rhetta,Kupker,Female,62,Librarian,Entertainment,Affluent Customer,Yes,5,40-49
995,Urbano,Mews,Male,16,Information Systems Manager,Health,Mass Customer,Yes,19,50-59
996,Aura,Bemlott,Female,67,Assistant Manager,IT,Mass Customer,Yes,17,50-59
997,Ambros,Kernes,Male,30,Teacher,Telecommunications,Mass Customer,Yes,13,40-49
998,Petunia,Dufton,Female,66,Speech Pathologist,Manufacturing,Affluent Customer,Yes,5,50-59
999,Dido,Leyburn,Female,12,Recruiting Manager,Manufacturing,High Net Worth,No,4,30-39
1000,Paulie,Castelot,Female,44,Compensation Analyst,Financial Services,Mass Customer,No,11,40-49
1001,Finley,Vost,Male,63,Recruiter,Retail,Mass Customer,No,14,40-49
1002,Pacorro,De Clairmont,Male,65,Business Systems Development Analyst,Retail,Mass Customer,Yes,18,40-49
1003,Mariann,O'Geaney,Female,35,Paralegal,Financial Services,High Net Worth,No,18,50-59
1004,Colas,Pumfrett,Male,35,Business Systems Development Analyst,IT,High Net Worth,No,22,40-49
1005,Kalila,Birtwistle,Female,94,Design Engineer,IT,High Net Worth,Yes,8,50-59
1006,Norbert,Gotcher,Male,15,Quality Control Specialist,Telecommunications,Affluent Customer,Yes,19,40-49
1007,Cord,Warriner,Male,58,Quality Control Specialist,Retail,Mass Customer,No,5,20-29
1008,Lorry,Booley,Female,47,Teacher,Retail,Mass Customer,No,21,40-49
1009,Nolie,Orring,Female,16,Research Associate,Manufacturing,High Net Worth,Yes,13,60-69
1010,Leighton,Ebbles,Male,24,Nurse,Financial Services,Affluent Customer,No,17,60-69
1011,Cymbre,Janos,Female,42,Occupational Therapist,Health,High Net Worth,Yes,10,30-39
1012,Anna-diane,Preddle,Female,20,Software Test Engineer III,Health,High Net Worth,Yes,11,60-69
1013,Corissa,Zienkiewicz,Female,53,Physical Therapy Assistant,Retail,High Net Worth,No,17,40-49
1014,Miller,Faloon,Male,60,Senior Developer,Property,Mass Customer,Yes,8,60-69
1015,Toiboid,Sorrel,Male,7,Web Developer I,Health,Mass Customer,No,17,60-69
1016,Adrian,Prettyjohns,Male,0,Legal Assistant,IT,Mass Customer,Yes,17,60-69
1017,Jacquenette,Pluthero,Female,88,Assistant Media Planner,Entertainment,High Net Worth,No,16,40-49
1018,Matthiew,Ferreras,Male,1,Help Desk Operator,Manufacturing,Mass Customer,Yes,7,20-29
1019,Ignazio,Milby,Male,42,Human Resources Assistant II,Manufacturing,Mass Customer,Yes,14,50-59
1020,Natala,Thorndale,Female,29,Human Resources Assistant II,IT,Affluent Customer,No,13,40-49
1021,Elvis,Rixon,Male,16,Mechanical Systems Engineer,Retail,High Net Worth,No,7,40-49
1022,Suzann,Wilks,Female,56,Assistant Manager,Financial Services,Affluent Customer,Yes,14,30-39
1023,Iseabal,Fullbrook,Female,16,Assistant Manager,Financial Services,Affluent Customer,Yes,6,30-39
1024,Rhodia,D'Onise,Female,17,Social Worker,Health,High Net Worth,Yes,2,30-39
1025,Ario,Jeromson,Male,69,Quality Engineer,IT,Mass Customer,Yes,5,20-29
1026,Vernon,Hakking,Male,66,Quality Engineer,Financial Services,Affluent Customer,No,4,30-39
1027,Rolando,Sherewood,Male,33,Statistician I,Financial Services,Affluent Customer,No,18,50-59
1028,Thorn,Torfin,Male,10,Project Manager,Financial Services,High Net Worth,No,1,20-29
1029,Forbes,Londors,Male,71,VP Sales,Financial Services,Mass Customer,No,4,20-29
1030,Nariko,Dummigan,Female,9,Food Chemist,Health,Mass Customer,No,5,60-69
1031,Roi,Ogden,Male,75,Junior Executive,Manufacturing,Mass Customer,No,6,40-49
1032,Maribelle,Werndly,Female,36,Executive Secretary,Manufacturing,Mass Customer,Yes,18,40-49
1033,Jacob,Claringbold,Male,70,Executive Secretary,Manufacturing,Affluent Customer,Yes,3,20-29
1034,Denney,Cretney,Male,16,Executive Secretary,Manufacturing,High Net Worth,Yes,3,40-49
1035,Kara-lynn,Doddridge,Female,77,Operator,Retail,Affluent Customer,Yes,5,40-49
1036,Randene,Ingle,Female,6,Paralegal,Financial Services,Mass Customer,Yes,12,50-59
1037,Sissie,Rielly,Female,95,Human Resources Assistant II,Financial Services,Mass Customer,No,10,60-69
1038,Fraser,Acome,Female,57,Engineer I,Manufacturing,Mass Customer,Yes,14,60-69
1039,Nona,Diamant,Female,24,Engineer I,Manufacturing,High Net Worth,Yes,15,40-49
1040,Jacenta,Wedlock,Female,78,Food Chemist,Health,High Net Worth,No,9,40-49
1041,Free,Bonniface,Male,95,Food Chemist,Property,Affluent Customer,No,15,60-69
1042,Isacco,Woodwind,Male,0,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,11,40-49
1043,Giorgi,Hurford,Male,34,Sales Associate,Financial Services,Mass Customer,Yes,16,30-39
1044,Frederico,Whilder,Female,4,Food Chemist,Health,High Net Worth,No,13,30-39
1045,Aeriel,Everest,Female,88,Food Chemist,Financial Services,Mass Customer,Yes,19,30-39
1046,Shir,Clevely,Female,0,Budget/Accounting Analyst II,Financial Services,Affluent Customer,No,11,60-69
1047,Standford,Tanswill,Male,39,VP Accounting,Financial Services,Affluent Customer,No,11,40-49
1048,Braden,Lamming,Male,99,Internal Auditor,Financial Services,Affluent Customer,No,15,40-49
1049,Fraser,Gaenor,Male,35,Software Consultant,Property,Mass Customer,No,2,20-29
1050,Marjie,Ghion,Female,7,Software Consultant,Telecommunications,Mass Customer,Yes,15,50-59
1051,Xylia,Lange,Female,34,Help Desk Technician,Property,High Net Worth,Yes,14,40-49
1052,Dela,Flannigan,Female,31,Junior Executive,Financial Services,High Net Worth,No,3,30-39
1053,Davon,Stanyland,Male,98,Junior Executive,Manufacturing,Mass Customer,Yes,8,60-69
1054,Natal,Matiewe,Male,27,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,13,40-49
1055,Danell,Rose,Female,30,Data Coordiator,Manufacturing,Mass Customer,No,12,30-39
1056,Kendricks,Markel,Male,96,Software Test Engineer IV,Manufacturing,Affluent Customer,No,6,50-59
1057,Laryssa,Durdle,Female,73,Registered Nurse,Health,Mass Customer,No,5,50-59
1058,Gretel,Gionettitti,Female,37,Research Assistant IV,Retail,Affluent Customer,Yes,4,30-39
1059,Chantal,Plante,Female,68,Account Representative III,Entertainment,High Net Worth,Yes,6,50-59
1060,Vanda,Boadby,Female,88,Associate Professor,Argiculture,Affluent Customer,Yes,13,60-69
1061,Anderson,Anderson,Male,34,Speech Pathologist,Financial Services,Mass Customer,No,19,30-39
1062,Tish,Mowett,Female,32,Junior Executive,Financial Services,Mass Customer,No,14,40-49
1063,Terrence,Geck,Male,22,Actuary,Financial Services,Affluent Customer,Yes,13,30-39
1064,Thornie,Andrusov,Male,3,Librarian,Entertainment,Affluent Customer,Yes,8,40-49
1065,Chilton,Ghirigori,Male,8,Quality Engineer,Financial Services,Mass Customer,Yes,8,60-69
1066,Hailey,Ricciardi,Male,45,Recruiter,Telecommunications,High Net Worth,No,12,20-29
1067,Berri,Cotillard,Female,13,Engineer IV,Financial Services,Mass Customer,Yes,13,50-59
1068,Frazer,Searston,Male,5,Engineer IV,Health,Mass Customer,Yes,3,20-29
1069,Reese,Titterington,Male,85,Web Designer I,Telecommunications,Mass Customer,No,15,40-49
1070,Albert,Gomery,Male,5,Account Representative IV,Telecommunications,Mass Customer,No,1,20-29
1071,Chrisy,Miranda,Male,68,Account Representative IV,Retail,High Net Worth,No,1,30-39
1072,Curt,Petrello,Male,60,Senior Cost Accountant,Financial Services,High Net Worth,Yes,8,60-69
1073,Elbertina,Donne,Female,77,Associate Professor,Financial Services,Affluent Customer,Yes,7,40-49
1074,Griswold,Juett,Male,43,Accounting Assistant IV,Financial Services,High Net Worth,Yes,18,50-59
1075,Cullin,Elcoate,Male,26,Administrative Officer,Manufacturing,High Net Worth,No,7,50-59
1076,Siegfried,Trattles,Male,33,Pharmacist,Health,Affluent Customer,No,2,20-29
1077,Sheba,Este,Female,8,Pharmacist,Telecommunications,Mass Customer,Yes,18,60-69
1078,Abe,Pilley,Male,69,Executive Secretary,Manufacturing,Mass Customer,No,20,40-49
1079,Dennie,L' Anglois,Male,70,Nurse Practicioner,Manufacturing,Mass Customer,No,18,40-49
1080,Monah,Talbot,Female,70,Speech Pathologist,Property,Mass Customer,Yes,2,20-29
1081,Marga,Cradduck,Female,25,Social Worker,Health,Mass Customer,No,16,30-39
1082,Guinevere,Kelby,Female,90,Financial Analyst,Financial Services,Mass Customer,Yes,10,30-39
1083,Chadd,Fowlds,Male,46,VP Product Management,Financial Services,Affluent Customer,No,1,20-29
1084,Serena,Jagson,Female,54,Accounting Assistant I,Retail,Affluent Customer,No,8,30-39
1085,Lucho,Strafen,Male,4,Internal Auditor,Health,Mass Customer,No,8,40-49
1086,Ezechiel,Parnall,Male,84,Statistician IV,Property,Mass Customer,Yes,4,30-39
1087,Lian,Madrell,Female,39,Financial Analyst,Financial Services,Mass Customer,Yes,8,40-49
1088,Andy,Polgreen,Female,19,Design Engineer,Financial Services,High Net Worth,Yes,3,30-39
1089,Korney,Hess,Female,90,Product Engineer,Property,Affluent Customer,No,12,30-39
